Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HomeGoalsAvg,AwayGoalsAvg,HomeConcedeAvg,AwayConcedeAvg,HomeRecentPoints,AwayRecentPoints,HomeWinRate,AwayWinRate,HomeCleanSheetRate,AwayCleanSheetRate,HomeBTTSRate,AwayBTTSRate,HomeOver25Rate,AwayOver25Rate,HomeGoalsAvgHome,HomeConcedeAvgHome,HomeRecentPointsHome,AwayGoalsAvgAway,AwayConcedeAvgAway,AwayRecentPointsAway,H2HHomeWins,H2HAwayWins,H2HDraws,H2HGoalsAvg,HomeAttackStrength,AwayAttackStrength,HomeDefenseStrength,AwayDefenseStrength,ExpectedHomeGoals,ExpectedAwayGoals
2019-10-19,Wolves,Southampton,1.0,1.0,D,0.0,0.0,D,1.2608695652173914,1.221311475409836,1.2391304347826086,1.4508196721311477,7,4,0.0,0.2950819672131147,0.0,0.2377049180327868,0.0,0.5737704918032787,0.0,0.5163934426229508,1.4782608695652173,1.2173913043478262,8,0.9672131147540984,1.459016393442623,6,1,1,0,3.0,0.964,0.804,1.011,0.951,1.416,1.041
2019-10-20,Man United,Liverpool,1.0,1.0,D,1.0,0.0,H,1.5655737704918034,2.098360655737705,1.024590163934426,0.9508196721311476,5,15,0.0,0.6147540983606558,0.0,0.4180327868852459,0.0,0.5081967213114754,0.0,0.5983606557377049,1.721311475409836,0.7540983606557377,7,1.819672131147541,1.147540983606557,15,2,1,2,1.6,1.123,1.512,0.627,0.748,1.298,1.214
2019-10-21,Sheffield United,Arsenal,1.0,0.0,H,1.0,0.0,H,0.875,1.8442622950819672,0.875,1.221311475409836,5,9,0.0,0.5245901639344263,0.0,0.3360655737704918,0.0,0.5655737704918032,0.0,0.5901639344262295,0.5,1.0,3,1.475409836065574,1.5901639344262295,8,0,0,0,0.0,0.326,1.226,0.831,1.037,0.522,1.304
2019-10-25,Southampton,Leicester,0.0,9.0,A,0.0,5.0,A,1.2195121951219512,1.5528455284552845,1.4471544715447155,1.2357723577235773,4,9,0.0,0.4471544715447154,0.0,0.2926829268292683,0.0,0.6016260162601627,0.0,0.5365853658536586,1.475409836065574,1.4426229508196722,2,1.5573770491803278,1.459016393442623,4,1,3,1,2.4,0.963,1.295,1.2,0.952,1.416,1.99
2019-10-26,Burnley,Chelsea,2.0,4.0,A,0.0,2.0,A,1.0941176470588236,1.6504065040650406,1.388235294117647,1.170731707317073,8,12,0.0,0.4796747967479675,0.0,0.3495934959349593,0.0,0.5121951219512195,0.0,0.5853658536585366,1.0952380952380951,1.238095238095238,9,1.5573770491803278,1.3278688524590163,10,1,2,1,4.0,0.715,1.288,1.024,0.867,0.958,1.689
2019-10-26,Man City,Aston Villa,3.0,0.0,H,0.0,0.0,D,2.4471544715447155,0.8936170212765957,0.8130081300813008,1.893617021276596,9,8,0.0,0.1276595744680851,0.0,0.1702127659574468,0.0,0.4893617021276595,0.0,0.5106382978723404,2.9344262295081966,0.8360655737704918,10,0.9130434782608696,2.130434782608696,3,1,0,1,2.0,1.916,0.754,0.69,1.391,4.117,0.666
2019-10-26,Brighton,Everton,3.0,2.0,H,1.0,1.0,D,0.9176470588235294,1.3414634146341464,1.4823529411764709,1.3983739837398377,5,3,0.0,0.3414634146341463,0.0,0.3008130081300813,0.0,0.4959349593495935,0.0,0.4959349593495935,1.1428571428571428,1.3571428571428572,5,1.0655737704918034,1.5081967213114753,2,1,2,1,2.25,0.746,0.881,1.122,0.984,1.134,1.266
2019-10-26,Watford,Bournemouth,0.0,0.0,D,0.0,0.0,D,1.146341463414634,1.2926829268292683,1.5772357723577235,1.7154471544715446,3,8,0.0,0.3089430894308943,0.0,0.1951219512195122,0.0,0.5609756097560976,0.0,0.6260162601626016,1.2459016393442623,1.4098360655737705,2,1.1967213114754098,1.8852459016393444,6,1,1,3,3.2,0.812,0.988,1.164,1.229,1.542,1.472
2019-10-26,West Ham,Sheffield United,1.0,1.0,D,1.0,0.0,H,1.4308943089430894,0.8888888888888888,1.5203252032520325,0.7777777777777778,5,7,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.2222222222222222,1.5573770491803278,1.4098360655737705,9,1.25,0.75,6,0,0,0,0.0,1.016,1.033,1.165,0.489,0.767,1.541
2019-10-27,Arsenal,Crystal Palace,2.0,2.0,D,2.0,1.0,H,1.829268292682927,1.1626016260162602,1.2195121951219512,1.3739837398373984,8,7,0.0,0.3252032520325203,0.0,0.2601626016260163,0.0,0.4959349593495935,0.0,0.4878048780487805,2.2131147540983607,0.8524590163934426,11,1.180327868852459,1.524590163934426,9,2,1,2,4.2,1.444,0.976,0.705,0.995,2.219,0.881
2019-10-27,Norwich,Man United,1.0,3.0,A,0.0,2.0,A,1.0425531914893618,1.5609756097560976,1.872340425531915,1.024390243902439,4,5,0.0,0.5284552845528455,0.0,0.3739837398373983,0.0,0.4878048780487805,0.0,0.5203252032520326,1.5217391304347827,1.7826086956521738,9,1.4098360655737705,1.2950819672131149,3,1,1,0,2.0,0.993,1.165,1.473,0.845,1.296,2.197
2019-10-27,Liverpool,Tottenham,2.0,1.0,H,0.0,1.0,A,2.089430894308943,1.829268292682927,0.951219512195122,1.0,13,7,0.0,0.5528455284552846,0.0,0.3495934959349593,0.0,0.5365853658536586,0.0,0.5447154471544715,2.377049180327869,0.7540983606557377,15,1.7377049180327868,1.180327868852459,2,2,1,2,3.4,1.551,1.434,0.622,0.77,1.845,1.142
2019-10-27,Newcastle,Wolves,1.0,1.0,D,1.0,0.0,H,1.056910569105691,1.25531914893617,1.4146341463414631,1.2340425531914894,4,8,0.0,0.3829787234042553,0.0,0.2553191489361702,0.0,0.5319148936170213,0.0,0.3404255319148936,1.2950819672131149,1.1147540983606556,5,1.0434782608695652,1.2608695652173914,5,0,1,1,2.5,0.845,0.861,0.92,0.823,1.074,1.014
2019-11-02,Watford,Chelsea,1.0,2.0,A,0.0,1.0,A,1.1370967741935485,1.6693548387096775,1.564516129032258,1.1774193548387095,3,12,0.0,0.4838709677419355,0.0,0.3467741935483871,0.0,0.5161290322580645,0.0,0.5887096774193549,1.2258064516129032,1.3870967741935485,3,1.596774193548387,1.3387096774193548,12,1,3,1,3.4,0.8,1.318,1.145,0.874,1.08,1.932
2019-11-02,Aston Villa,Liverpool,1.0,2.0,A,1.0,0.0,H,0.875,2.088709677419355,1.9166666666666667,0.9516129032258064,7,13,0.0,0.6129032258064516,0.0,0.4112903225806452,0.0,0.5161290322580645,0.0,0.5967741935483871,0.875,1.6666666666666667,8,1.8064516129032255,1.1451612903225807,13,0,2,0,5.5,0.571,1.491,1.375,0.748,0.66,2.625
2019-11-02,Bournemouth,Man United,1.0,0.0,H,1.0,0.0,H,1.282258064516129,1.5725806451612905,1.7016129032258065,1.0241935483870968,6,5,0.0,0.532258064516129,0.0,0.3709677419354839,0.0,0.4919354838709677,0.0,0.5241935483870968,1.3870967741935485,1.5483870967741935,6,1.435483870967742,1.2903225806451613,5,0,5,0,3.0,0.906,1.184,1.277,0.843,1.18,1.936
2019-11-02,Arsenal,Wolves,1.0,1.0,D,1.0,0.0,H,1.8306451612903225,1.25,1.2258064516129032,1.2291666666666667,8,9,0.0,0.375,0.0,0.25,0.0,0.5416666666666666,0.0,0.3333333333333333,2.2096774193548385,0.8709677419354839,11,1.0416666666666667,1.25,6,0,1,1,3.0,1.443,0.86,0.719,0.816,1.819,0.792
2019-11-02,Brighton,Norwich,2.0,0.0,H,0.0,0.0,D,0.9418604651162792,1.0416666666666667,1.4883720930232558,1.8958333333333333,7,1,0.0,0.2291666666666666,0.0,0.125,0.0,0.5,0.0,0.5416666666666666,1.186046511627907,1.372093023255814,8,0.5833333333333334,1.9583333333333333,1,0,0,0,0.0,0.775,0.482,1.133,1.279,1.531,0.699
2019-11-02,West Ham,Newcastle,2.0,3.0,A,0.0,2.0,A,1.4274193548387095,1.0564516129032258,1.5161290322580645,1.4112903225806452,5,5,0.0,0.282258064516129,0.0,0.25,0.0,0.4596774193548387,0.0,0.4596774193548387,1.5483870967741935,1.403225806451613,7,0.8225806451612904,1.7096774193548387,3,2,3,0,3.2,1.011,0.68,1.159,1.117,1.744,1.009
2019-11-02,Man City,Southampton,2.0,1.0,H,0.0,1.0,A,2.4516129032258065,1.2096774193548387,0.8064516129032258,1.5080645161290325,12,1,0.0,0.2903225806451613,0.0,0.2338709677419354,0.0,0.5725806451612904,0.0,0.5161290322580645,2.935483870967742,0.8225806451612904,10,0.967741935483871,1.4516129032258065,7,4,1,0,4.2,1.917,0.799,0.679,0.948,2.807,0.695
2019-11-02,Sheffield United,Burnley,3.0,0.0,H,3.0,0.0,H,0.9,1.1046511627906976,0.8,1.4186046511627908,8,7,0.0,0.3255813953488372,0.0,0.2674418604651162,0.0,0.5116279069767442,0.0,0.4883720930232558,0.6,0.8,6,1.0930232558139534,1.5348837209302326,3,0,0,0,0.0,0.392,0.902,0.66,1.002,0.607,0.762
2019-11-03,Everton,Tottenham,1.0,1.0,D,0.0,0.0,D,1.346774193548387,1.8225806451612905,1.4112903225806452,1.0080645161290325,3,4,0.0,0.5483870967741935,0.0,0.3467741935483871,0.0,0.5403225806451613,0.0,0.5483870967741935,1.6129032258064515,1.2903225806451613,9,1.7258064516129032,1.1935483870967742,2,0,3,2,4.2,1.052,1.425,1.066,0.779,1.266,1.945
2019-11-03,Crystal Palace,Leicester,0.0,2.0,A,0.0,0.0,D,1.1693548387096775,1.6129032258064515,1.3790322580645162,1.2258064516129032,8,12,0.0,0.4516129032258064,0.0,0.2983870967741935,0.0,0.5967741935483871,0.0,0.5403225806451613,1.1451612903225807,1.2258064516129032,8,1.6774193548387095,1.435483870967742,7,4,1,0,3.0,0.747,1.386,1.013,0.937,1.081,1.798
2019-11-08,Norwich,Watford,0.0,2.0,A,0.0,1.0,A,1.020408163265306,1.136,1.8979591836734693,1.568,1,3,0.0,0.296,0.0,0.232,0.0,0.504,0.0,0.544,1.5,1.8333333333333333,6,1.0483870967741935,1.7419354838709675,2,1,1,0,4.0,0.98,0.866,1.514,1.138,1.723,1.679
2019-11-09,Tottenham,Sheffield United,1.0,1.0,D,0.0,0.0,D,1.816,1.0909090909090908,1.008,0.7272727272727273,5,8,0.0,0.3636363636363636,0.0,0.4545454545454545,0.0,0.3636363636363636,0.0,0.2727272727272727,1.9193548387096773,0.8225806451612904,10,1.2,0.8,7,0,0,0,0.0,1.254,0.99,0.679,0.523,1.013,0.861
2019-11-09,Newcastle,Bournemouth,2.0,1.0,H,1.0,1.0,D,1.072,1.28,1.416,1.688,7,6,0.0,0.312,0.0,0.208,0.0,0.552,0.0,0.616,1.2903225806451613,1.1129032258064515,6,1.1774193548387095,1.8548387096774197,7,1,2,2,3.2,0.844,0.972,0.918,1.213,1.581,1.142
2019-11-09,Leicester,Arsenal,2.0,0.0,H,0.0,0.0,D,1.616,1.824,1.216,1.224,12,6,0.0,0.512,0.0,0.328,0.0,0.568,0.0,0.584,1.5483870967741935,1.0161290322580645,13,1.4516129032258065,1.5806451612903225,5,2,3,0,4.2,1.012,1.198,0.839,1.033,1.615,1.287
2019-11-09,Chelsea,Crystal Palace,2.0,0.0,H,0.0,0.0,D,1.672,1.16,1.176,1.384,15,7,0.0,0.32,0.0,0.256,0.0,0.496,0.0,0.488,1.7419354838709675,1.0161290322580645,8,1.1935483870967742,1.532258064516129,7,4,1,0,2.8,1.138,0.986,0.839,1.001,1.76,1.059
2019-11-09,Burnley,West Ham,3.0,0.0,H,2.0,0.0,H,1.091954022988506,1.432,1.4367816091954022,1.528,4,2,0.0,0.352,0.0,0.248,0.0,0.568,0.0,0.56,1.1162790697674418,1.302325581395349,9,1.3064516129032258,1.6290322580645162,6,2,1,1,3.25,0.729,1.08,1.077,1.064,1.198,1.489
2019-11-09,Southampton,Everton,1.0,2.0,A,0.0,1.0,A,1.208,1.344,1.512,1.408,1,4,0.0,0.336,0.0,0.296,0.0,0.504,0.0,0.496,1.4516129032258065,1.564516129032258,1,1.0806451612903225,1.532258064516129,1,2,1,2,3.0,0.948,0.894,1.294,1.0,1.464,1.481
2019-11-10,Liverpool,Man City,3.0,1.0,H,2.0,0.0,H,2.088,2.448,0.952,0.808,13,12,0.0,0.728,0.0,0.472,0.0,0.488,0.0,0.672,2.370967741935484,0.7580645161290323,15,1.967741935483871,0.7903225806451613,12,2,2,1,3.6,1.548,1.627,0.627,0.516,1.234,1.306
2019-11-10,Man United,Brighton,3.0,1.0,H,2.0,0.0,H,1.56,0.9540229885057472,1.024,1.471264367816092,5,9,0.0,0.2528735632183908,0.0,0.2413793103448276,0.0,0.4597701149425287,0.0,0.4137931034482758,1.7096774193548387,0.7580645161290323,8,0.6976744186046512,1.6046511627906976,4,2,2,0,2.5,1.116,0.577,0.627,1.047,1.805,0.463
2019-11-10,Wolves,Aston Villa,2.0,1.0,H,1.0,0.0,H,1.2448979591836735,0.8775510204081632,1.2244897959183674,1.9183673469387756,9,7,0.0,0.1224489795918367,0.0,0.1632653061224489,0.0,0.4897959183673469,0.0,0.5306122448979592,1.4583333333333333,1.2083333333333333,6,0.875,2.1666666666666665,3,0,0,0,0.0,0.951,0.724,1.0,1.413,2.076,0.927
2019-11-23,Brighton,Leicester,0.0,2.0,A,0.0,0.0,D,0.9545454545454546,1.619047619047619,1.4886363636363635,1.2063492063492065,9,12,0.0,0.4603174603174603,0.0,0.3095238095238095,0.0,0.5873015873015873,0.0,0.5317460317460317,1.2045454545454546,1.3409090909090908,10,1.6825396825396826,1.4126984126984128,9,0,3,1,2.25,0.785,1.392,1.109,0.921,1.117,1.976
2019-11-23,Bournemouth,Wolves,1.0,2.0,A,0.0,2.0,A,1.2777777777777777,1.26,1.6904761904761905,1.22,5,9,0.0,0.38,0.0,0.24,0.0,0.56,0.0,0.34,1.380952380952381,1.5238095238095235,8,1.04,1.24,6,0,1,1,2.0,0.901,0.86,1.26,0.809,1.126,1.387
2019-11-23,Watford,Burnley,0.0,3.0,A,0.0,0.0,D,1.1428571428571428,1.1136363636363635,1.5555555555555556,1.4204545454545454,6,6,0.0,0.3295454545454545,0.0,0.2727272727272727,0.0,0.5,0.0,0.5,1.2222222222222223,1.3968253968253967,3,1.068181818181818,1.568181818181818,3,1,2,1,2.0,0.798,0.883,1.154,1.023,1.261,1.305
2019-11-23,Everton,Norwich,0.0,2.0,A,0.0,0.0,D,1.3492063492063493,1.0,1.4047619047619049,1.9,7,1,0.0,0.22,0.0,0.12,0.0,0.48,0.0,0.52,1.6031746031746033,1.2857142857142858,7,0.56,1.96,1,1,0,1,2.5,1.047,0.462,1.061,1.28,2.07,0.628
2019-11-23,West Ham,Tottenham,2.0,3.0,A,0.0,2.0,A,1.4206349206349207,1.809523809523809,1.5396825396825398,1.007936507936508,1,3,0.0,0.5396825396825397,0.0,0.3412698412698413,0.0,0.5476190476190477,0.0,0.5396825396825397,1.5555555555555556,1.4285714285714286,7,1.7142857142857142,1.1904761904761905,2,2,2,1,2.0,1.017,1.414,1.179,0.778,1.222,2.134
2019-11-23,Crystal Palace,Liverpool,1.0,2.0,A,0.0,0.0,D,1.1507936507936507,2.095238095238096,1.3888888888888888,0.9523809523809524,4,13,0.0,0.6190476190476191,0.0,0.4047619047619047,0.0,0.5238095238095238,0.0,0.6031746031746031,1.126984126984127,1.238095238095238,7,1.809523809523809,1.1428571428571428,13,0,5,0,3.2,0.736,1.491,1.02,0.747,0.849,1.947
2019-11-23,Arsenal,Southampton,2.0,2.0,D,1.0,1.0,D,1.809523809523809,1.2063492063492065,1.2301587301587302,1.5158730158730158,5,1,0.0,0.2857142857142857,0.0,0.2301587301587301,0.0,0.5793650793650794,0.0,0.5238095238095238,2.1904761904761907,0.873015873015873,9,0.9682539682539684,1.4603174603174602,7,2,1,2,2.8,1.432,0.798,0.719,0.954,2.11,0.735
2019-11-23,Man City,Chelsea,2.0,1.0,H,2.0,1.0,H,2.4365079365079363,1.6746031746031746,0.8253968253968254,1.1666666666666667,9,15,0.0,0.492063492063492,0.0,0.3492063492063492,0.0,0.5158730158730159,0.0,0.5873015873015873,2.9206349206349205,0.8253968253968254,12,1.6031746031746033,1.3333333333333333,15,4,1,0,2.6,1.908,1.32,0.68,0.871,2.567,1.149
2019-11-24,Sheffield United,Man United,3.0,3.0,D,1.0,0.0,H,1.0833333333333333,1.5714285714285714,0.75,1.0238095238095235,9,7,0.0,0.5317460317460317,0.0,0.365079365079365,0.0,0.492063492063492,0.0,0.5238095238095238,1.0,0.6666666666666666,6,1.4126984126984128,1.2857142857142858,4,0,0,0,0.0,0.653,1.163,0.549,0.84,0.847,0.817
2019-11-25,Aston Villa,Newcastle,2.0,0.0,H,2.0,0.0,H,0.88,1.0793650793650793,1.92,1.4126984126984128,6,10,0.0,0.2936507936507936,0.0,0.246031746031746,0.0,0.4682539682539682,0.0,0.4682539682539682,0.88,1.68,8,0.8571428571428571,1.7142857142857142,6,0,0,2,1.0,0.574,0.705,1.382,1.119,0.992,1.247
2019-11-30,Liverpool,Brighton,2.0,1.0,H,2.0,0.0,H,2.094488188976378,0.9438202247191012,0.952755905511811,1.4943820224719102,13,6,0.0,0.247191011235955,0.0,0.2359550561797752,0.0,0.4606741573033708,0.0,0.4157303370786517,2.380952380952381,0.7619047619047619,15,0.7045454545454546,1.6363636363636365,1,4,0,0,3.0,1.554,0.58,0.627,1.068,2.564,0.466
2019-11-30,Burnley,Crystal Palace,0.0,2.0,A,0.0,1.0,A,1.1348314606741574,1.1496062992125984,1.404494382022472,1.3937007874015748,6,1,0.0,0.3149606299212598,0.0,0.2519685039370078,0.0,0.4960629921259842,0.0,0.4881889763779528,1.1590909090909092,1.2727272727272727,9,1.1746031746031746,1.5396825396825398,7,1,3,0,2.0,0.756,0.967,1.048,1.005,1.174,1.297
2019-11-30,Chelsea,West Ham,0.0,1.0,A,0.0,0.0,D,1.669291338582677,1.4251968503937007,1.1732283464566928,1.5511811023622046,12,1,0.0,0.3464566929133858,0.0,0.2440944881889764,0.0,0.5669291338582677,0.0,0.5669291338582677,1.746031746031746,1.0,10,1.2857142857142858,1.6507936507936507,5,1,1,3,1.8,1.14,1.058,0.823,1.078,1.898,1.115
2019-11-30,Southampton,Watford,2.0,1.0,H,0.0,1.0,A,1.2125984251968505,1.1338582677165354,1.5196850393700787,1.5669291338582678,2,5,0.0,0.2992125984251969,0.0,0.2362204724409448,0.0,0.4960629921259842,0.0,0.5433070866141733,1.4444444444444444,1.5714285714285714,1,1.0634920634920637,1.7142857142857142,5,1,1,3,2.4,0.944,0.875,1.293,1.12,1.633,1.448
2019-11-30,Tottenham,Bournemouth,3.0,2.0,H,1.0,0.0,H,1.818897637795276,1.2755905511811023,1.015748031496063,1.6929133858267718,6,5,0.0,0.3070866141732283,0.0,0.2047244094488189,0.0,0.5590551181102362,0.0,0.6220472440944882,1.9047619047619049,0.8253968253968254,8,1.1746031746031746,1.8571428571428568,4,4,1,0,3.0,1.244,0.967,0.679,1.213,2.331,0.841
2019-11-30,Newcastle,Man City,2.0,2.0,D,1.0,1.0,D,1.0708661417322836,2.4330708661417324,1.4173228346456692,0.8267716535433071,7,12,0.0,0.7244094488188977,0.0,0.4645669291338583,0.0,0.4960629921259842,0.0,0.6771653543307087,1.3015873015873016,1.1111111111111112,9,1.9523809523809523,0.8253968253968254,9,1,3,1,2.6,0.85,1.606,0.914,0.539,0.708,1.879
2019-12-01,Leicester,Everton,2.0,1.0,H,0.0,1.0,A,1.6220472440944882,1.3385826771653544,1.1968503937007875,1.4094488188976375,15,7,0.0,0.3385826771653543,0.0,0.2913385826771653,0.0,0.5039370078740157,0.0,0.4960629921259842,1.5555555555555556,1.0,15,1.0952380952380951,1.5238095238095235,3,3,2,0,2.6,1.015,0.9,0.822,0.995,1.56,0.947
2019-12-01,Wolves,Sheffield United,1.0,1.0,D,0.0,1.0,A,1.2745098039215683,1.2307692307692308,1.2156862745098038,0.9230769230769232,9,9,0.0,0.3076923076923077,0.0,0.3846153846153846,0.0,0.4615384615384615,0.0,0.3076923076923077,1.48,1.2,8,1.1666666666666667,0.8333333333333334,7,0,0,0,0.0,0.966,0.959,0.987,0.544,0.812,1.212
2019-12-01,Norwich,Arsenal,2.0,2.0,D,2.0,1.0,H,1.0196078431372548,1.811023622047244,1.862745098039216,1.236220472440945,4,3,0.0,0.5039370078740157,0.0,0.3228346456692913,0.0,0.5669291338582677,0.0,0.5826771653543307,1.44,1.84,3,1.4285714285714286,1.5873015873015872,2,0,1,1,1.5,0.94,1.175,1.513,1.036,1.504,2.276
2019-12-01,Man United,Aston Villa,2.0,2.0,D,1.0,1.0,D,1.5826771653543308,0.9019607843137256,1.0393700787401574,1.8823529411764703,8,6,0.0,0.1372549019607843,0.0,0.1764705882352941,0.0,0.4901960784313725,0.0,0.5294117647058824,1.7301587301587302,0.7619047619047619,8,0.88,2.16,3,2,0,0,1.0,1.129,0.723,0.626,1.41,2.459,0.579
2019-12-03,Crystal Palace,Bournemouth,1.0,0.0,H,0.0,0.0,D,1.15625,1.28125,1.3828125,1.703125,4,4,0.0,0.3046875,0.0,0.203125,0.0,0.5625,0.0,0.625,1.125,1.25,4,1.1875,1.875,4,1,2,2,4.4,0.734,0.976,1.027,1.223,1.387,1.283
2019-12-03,Burnley,Man City,1.0,4.0,A,0.0,1.0,A,1.1222222222222222,2.4296875,1.4111111111111112,0.8359375,6,10,0.0,0.71875,0.0,0.4609375,0.0,0.5,0.0,0.6796875,1.1333333333333333,1.288888888888889,9,1.953125,0.84375,7,0,3,1,2.75,0.74,1.606,1.06,0.551,0.63,2.179
2019-12-04,Chelsea,Aston Villa,2.0,1.0,H,1.0,1.0,D,1.65625,0.9230769230769232,1.171875,1.8846153846153848,9,4,0.0,0.1346153846153846,0.0,0.173076923076923,0.0,0.5,0.0,0.5384615384615384,1.71875,1.0,9,0.9230769230769232,2.1538461538461537,4,2,0,0,3.0,1.122,0.758,0.821,1.406,2.437,0.797
2019-12-04,Wolves,West Ham,2.0,0.0,H,1.0,0.0,H,1.2692307692307692,1.421875,1.2115384615384617,1.5390625,9,4,0.0,0.3515625,0.0,0.25,0.0,0.5625,0.0,0.5625,1.4615384615384617,1.1923076923076923,8,1.28125,1.625,5,2,0,0,2.0,0.954,1.052,0.979,1.06,1.562,1.319
2019-12-04,Liverpool,Everton,5.0,2.0,H,4.0,2.0,H,2.09375,1.3359375,0.953125,1.4140625,15,4,0.0,0.3359375,0.0,0.2890625,0.0,0.5078125,0.0,0.5,2.375,0.765625,15,1.09375,1.53125,3,2,0,3,1.4,1.55,0.899,0.629,0.999,2.392,0.724
2019-12-04,Leicester,Watford,2.0,0.0,H,0.0,0.0,D,1.625,1.1328125,1.1953125,1.5703125,15,4,0.0,0.296875,0.0,0.234375,0.0,0.5,0.0,0.546875,1.5625,1.0,15,1.0625,1.71875,4,3,2,0,2.2,1.018,0.872,0.821,1.119,1.76,0.917
2019-12-04,Southampton,Norwich,2.0,1.0,H,2.0,0.0,H,1.21875,1.0384615384615383,1.515625,1.8653846153846156,4,4,0.0,0.2307692307692307,0.0,0.1346153846153846,0.0,0.4807692307692308,0.0,0.5192307692307693,1.453125,1.5625,3,0.6153846153846154,1.8846153846153848,4,1,1,0,2.0,0.946,0.506,1.284,1.227,1.793,0.832
2019-12-04,Man United,Tottenham,2.0,1.0,H,1.0,1.0,D,1.5859375,1.828125,1.046875,1.0234375,8,8,0.0,0.546875,0.0,0.3359375,0.0,0.5546875,0.0,0.546875,1.734375,0.78125,9,1.734375,1.203125,4,2,3,0,2.0,1.129,1.425,0.642,0.783,1.366,1.171
2019-12-05,Arsenal,Brighton,1.0,2.0,A,0.0,1.0,A,1.8125,0.9444444444444444,1.2421875,1.5,4,6,0.0,0.2444444444444444,0.0,0.2333333333333333,0.0,0.4666666666666667,0.0,0.4222222222222222,2.1875,0.890625,9,0.7111111111111111,1.6444444444444444,1,1,1,2,2.25,1.424,0.584,0.732,1.07,2.354,0.547
2019-12-05,Sheffield United,Newcastle,0.0,2.0,A,0.0,1.0,A,1.2142857142857142,1.078125,0.9285714285714286,1.421875,7,8,0.0,0.2890625,0.0,0.2421875,0.0,0.46875,0.0,0.46875,1.2857142857142858,1.0,7,0.84375,1.71875,3,0,0,0,0.0,0.837,0.693,0.822,1.119,1.447,0.729
2019-12-07,Man City,Man United,1.0,2.0,A,0.0,2.0,A,2.441860465116279,1.5891472868217054,0.8372093023255814,1.0465116279069768,10,8,0.0,0.5271317829457365,0.0,0.3565891472868217,0.0,0.5038759689922481,0.0,0.5348837209302325,2.90625,0.828125,12,1.4375,1.3125,4,3,2,0,3.0,1.893,1.18,0.68,0.855,2.5,1.027
2019-12-07,Everton,Chelsea,3.0,1.0,H,1.0,0.0,H,1.3410852713178294,1.6589147286821706,1.441860465116279,1.1705426356589148,4,9,0.0,0.4883720930232558,0.0,0.3410852713178294,0.0,0.5193798449612403,0.0,0.5891472868217055,1.578125,1.296875,4,1.59375,1.34375,12,1,1,3,2.0,1.028,1.308,1.064,0.876,1.391,1.782
2019-12-07,Bournemouth,Liverpool,0.0,3.0,A,0.0,2.0,A,1.2713178294573644,2.116279069767442,1.697674418604651,0.9612403100775194,3,15,0.0,0.627906976744186,0.0,0.3953488372093023,0.0,0.5348837209302325,0.0,0.6124031007751938,1.375,1.53125,8,1.8125,1.140625,13,0,5,0,3.4,0.895,1.488,1.257,0.743,1.027,2.395
2019-12-07,Watford,Crystal Palace,0.0,0.0,D,0.0,0.0,D,1.124031007751938,1.1550387596899223,1.573643410852713,1.372093023255814,3,6,0.0,0.3255813953488372,0.0,0.2635658914728682,0.0,0.4883720930232558,0.0,0.4806201550387597,1.203125,1.421875,3,1.1875,1.515625,7,3,1,1,2.4,0.784,0.974,1.166,0.988,1.197,1.454
2019-12-07,Tottenham,Burnley,5.0,0.0,H,3.0,0.0,H,1.821705426356589,1.120879120879121,1.0310077519379846,1.4395604395604396,8,6,0.0,0.3296703296703296,0.0,0.2747252747252747,0.0,0.4945054945054945,0.0,0.5054945054945055,1.921875,0.84375,11,1.1111111111111112,1.5333333333333334,5,2,1,1,2.25,1.253,0.912,0.692,1.0,1.936,0.808
2019-12-08,Aston Villa,Leicester,1.0,4.0,A,1.0,2.0,A,0.9245283018867924,1.627906976744186,1.8867924528301887,1.186046511627907,4,15,0.0,0.4728682170542636,0.0,0.3178294573643411,0.0,0.5813953488372093,0.0,0.5271317829457365,0.9230769230769232,1.6153846153846154,8,1.6875,1.390625,9,0,1,1,3.5,0.601,1.386,1.327,0.905,0.84,2.355
2019-12-08,Newcastle,Southampton,2.0,1.0,H,0.0,0.0,D,1.0852713178294573,1.2248062015503876,1.4108527131782946,1.5116279069767442,10,7,0.0,0.2945736434108527,0.0,0.2248062015503876,0.0,0.5891472868217055,0.0,0.5348837209302325,1.3125,1.125,9,0.984375,1.46875,5,2,1,2,3.0,0.855,0.807,0.922,0.957,1.264,0.953
2019-12-08,Norwich,Sheffield United,1.0,2.0,A,1.0,0.0,H,1.0377358490566038,1.1333333333333333,1.8679245283018868,1.0,4,6,0.0,0.2666666666666666,0.0,0.3333333333333333,0.0,0.4666666666666667,0.0,0.2666666666666666,1.4615384615384617,1.8461538461538465,4,1.1428571428571428,0.8571428571428571,7,0,0,0,0.0,0.952,0.937,1.514,0.558,0.821,1.816
2019-12-08,Brighton,Wolves,2.0,2.0,D,2.0,2.0,D,0.956043956043956,1.2830188679245282,1.4945054945054943,1.1886792452830188,6,11,0.0,0.3962264150943396,0.0,0.2452830188679245,0.0,0.5660377358490566,0.0,0.3396226415094339,1.1777777777777778,1.3555555555555556,10,1.0769230769230769,1.2307692307692308,9,1,0,1,0.5,0.767,0.882,1.111,0.802,0.95,1.255
